speed ,LV,direction,Power
11.14585972,3145.562988,195.8325043,3321.545696
10.77289963,2978.310059,193.1703949,3186.225079
10.92975998,3179.008057,195.0997009,3247.07462
12.14006042,3461.581055,198.2947998,3542.069502
11.19556046,3082.549072,200.7570038,3337.205225
12.94869041,3493.657959,204.0805969,3597.678446
14.87942982,3601.045898,197.5942993,3600
15.12405968,3597.564941,196.3455963,3600
16.29367065,3602.172119,196.8367004,3600
16.12397957,3601.99292,192.2306061,3600
15.27460003,3600.791016,190.949295,3600
13.56672001,3590.75,192.9456024,3600
15.36779976,3601.845947,194.7528076,3600
15.86174965,3601.870117,195.0402985,3600
14.92051029,3591.655029,197.9895935,3600
13.60853004,3579.024902,201.4945068,3600
14.46385956,3598.131104,200.4884033,3600
12.68828964,3525.333008,202.2259979,3590.527705
13.55690002,3560.699951,202.153595,3600
13.32281017,3537.676025,203.2893982,3600
12.60700989,3491.291016,201.0937042,3586.261512
12.31476021,3530.766113,197.5440979,3562.628404
10.3801899,2915.839111,200.9197998,3006.71767
9.11702919,2178.658936,201.0245056,2219.691985
9.253190994,2244.412109,198.9759979,2308.322526
9.072306633,1278.89502,198.2364044,2190.704763
10.34463024,2832.934082,196.6472015,2988.424599
11.10330963,3205.9729,200.1464996,3307.71074
11.06910992,3149.284912,198.8968048,3296.300642
11.32581043,3273.656006,201.1446075,3375.742901
11.01513958,3114.099121,204.9272003,3277.761152
10.90725994,3111.060059,204.813797,3238.706158
11.76941013,3361.011963,209.778595,3481.44923
11.87483025,3421.419922,209.6006012,3501.130346
12.16926003,3520.148926,208.3181,3545.851555
12.82061958,3589.427002,211.1817932,3595.389466
12.57161999,3495.115967,209.4647064,3584.095307
11.39929962,3298.761963,205.625,3395.929165
10.54543018,2894.440918,200.6107025,3087.174334
12.30932999,3486.628906,202.0561981,3562.063389
12.1683197,3455.24707,203.7207031,3545.731948
12.28707981,3556.785889,204.6085968,3559.699203
12.01319027,3375.582031,201.7415009,3523.986209
12.21352959,3493.979004,201.7156067,3551.318734
12.93774033,3549.147949,199.9685059,3597.57459
13.66942024,3483.315918,203.870697,3600
13.69785976,3589.858887,204.8023071,3600
12.75835991,3584.235107,202.6508026,3593.421089
12.76517963,3599.008057,201.2570953,3593.664238
13.07721996,3602.637939,203.4407043,3600
12.59340954,3550.563965,205.1535034,3585.451317
12.51366997,3552.782959,205.008194,3580.139581
12.53439999,3585.010986,204.1203003,3581.613183
11.96442986,3421.176025,201.9989014,3516.3102
11.94577026,3406.040039,194.3786926,3513.264349
12.20707989,3515.610107,189.5238037,3550.542117
12.2751503,3515.965088,190.5794983,3558.399068
12.72264004,3475.418945,187.6125031,3592.036307
12.26537037,3471.156982,189.4371948,3557.31619
11.70368958,3281.754883,192.2619019,3468.159913
10.96352959,2955.11499,190.4571991,3259.412905
11.29796982,3061.735107,192.8582001,3367.805139
10.66594982,2679.110107,194.0843964,3141.292611
10.8332901,2721.081055,195.2017975,3210.350601
10.57837009,2649.136963,195.3432007,3102.339998
10.38854027,2707.74292,201.797699,3010.962279
10.08041954,2508.832031,204.2073975,2841.099422
9.838738441,2316.647949,199.747406,2687.688082
11.43999958,3081.542969,200.2402954,3406.637064
11.94402981,3397.638916,201.1663971,3512.977172
11.85929012,3391.716064,201.7106018,3498.353994
12.81147957,3587.510986,201.3484955,3595.135782
12.91353989,3603.112061,201.6768951,3597.284381
12.72832012,3591.093018,202.4132996,3592.269026
11.66357994,3221.044922,202.6618958,3459.656972
11.0952301,2887.733887,204.061203,3305.038612
10.16094971,2364.534912,203.3379059,2888.183469
9.202415466,1935.847046,197.8013,2275.211448
8.539284706,1549.480957,195.5061035,1852.273851
8.809141159,1625.755981,187.4846039,2021.754239
9.608460426,1994.222046,188.0238953,2523.60898
9.844923973,2362,190.6604004,2691.848533
9.338670731,2097.771973,196.7335968,2364.198743
8.424916267,1564.590942,197.0158997,1781.899877
7.656233788,1107.474976,188.6903992,1339.713949
8.144581795,1303.116943,181.6596069,1613.847713
8.54713726,1561.182007,173.5366974,1857.140175
8.381804466,1544.999023,171.3834076,1755.627598
7.850449085,1456.738037,179.8197937,1445.553534
8.656551361,1795.644043,188.2382965,1925.374082
10.92311954,2773.291016,179.039093,3244.617174
10.4051199,2782.568115,176.9255981,3019.332696
9.498130798,2446.424072,174.677002,2468.761378
11.93025017,3412.39209,180.6725006,3510.684928
11.07629013,3255.337891,183.8755035,3298.717792
10.45788002,2796.876953,192.1911011,3045.466801
9.791149139,2467.954102,197.104599,2655.255241
7.626486778,1278.886963,202.940506,1323.911052
7.287635803,1042.537964,207.3871002,1150.913828
6.228209019,609.0761719,216.9989014,703.7205269
4.47162199,175.4407043,222.5090942,216.0170723
4.127829075,112.1109009,215.4514008,147.1041396
5.032844067,271.9171143,202.5102997,344.1094784
6.267045021,737.4487915,211.2003021,717.8434981
7.763337135,1375.579956,193.6107025,1397.52319
8.21955204,1520.890015,172.135498,1658.119112
7.974888802,1349.112061,168.3569031,1515.649475
6.794364929,889.1298218,171.1295013,926.0444806
5.536108017,412.115509,162.7037964,479.4472407
5.491714954,444.6036072,150.2816925,466.6197137
6.076754093,655.7307129,149.6408997,650.187023
6.69093895,882.5654297,152.2225037,882.7282325
6.848011971,998.3845825,157.1643066,949.0116113
7.759384155,1193.395996,152.699707,1395.364787
7.417626858,1122.712036,152.076004,1215.659509
7.472226143,1214.125977,154.7837982,1243.600054
7.080772877,1086.307007,160.2183075,1052.768027
7.053721905,1060.603027,165.8153992,1040.356847
7.766314983,1451.713989,170.8444977,1399.150382
7.833246231,1361.459961,173.0240936,1435.998878
7.959300995,1490.569946,173.9763947,1506.776853
7.283742905,1153.139038,176.7931976,1149.012424
7.001252174,953.9760132,178.0930023,1016.552582
6.758135796,799.0856934,174.0330048,910.7282546
6.179992199,616.2548218,167.9960022,686.4114027
6.301719189,646.9244995,168.8119965,730.5901706
7.517776966,1323.682007,184.7017975,1267.134969
8.094202995,1568.885986,194.0092926,1584.395551
7.854953766,1580.902954,197.8014984,1448.061049
7.719468117,1495.180054,191.2086945,1373.675076
8.847901344,2063.868896,195.0639038,2046.438946
9.631019592,2368.76001,198.074707,2540.491731
9.767664909,2516.419922,191.838501,2638.971731
9.185004234,2108.770996,190.0070038,2263.873095
9.927650452,2568.111084,179.3226929,2746.29034
12.03275967,3445.219971,175.9355011,3526.952507
10.87308979,2994.106934,180.7583008,3225.769174
10.38061047,2594.937012,177.4212036,3006.931915
10.34302044,2326.825928,164.6313934,2987.588083
9.283791542,1941.463989,157.3659973,2328.307526
8.263951302,1581.487061,151.1777039,1684.577838
7.161077023,1013.286987,144.4230042,1090.179344
5.502151966,375.6176147,145.3318024,469.6191644
4.645584106,198.1511993,155.7653046,253.4672425
3.847867012,87.44045258,162.271698,100.642022
4.553710938,189.1378021,148.0536041,233.4558636
5.735952854,434.4317932,136.6712036,539.5070619
5.057969093,336.5007935,139.4640045,350.3694191
4.922440052,296.6101074,141.7938995,317.1718028
3.821350098,92.9240036,148.5747986,96.25248176
3.580841064,85.70230103,165.8957062,61.57702143
4.716145039,309.5114136,187.6051941,269.2057367
5.080855846,381.1726074,188.4362946,356.114453
5.343267918,417.2662964,202.2389984,425.0226087
5.452712059,446.343811,201.0330963,455.4989836
4.29698801,206.6020966,191.4851074,180.2207304
4.736260891,251.3757019,183.4333954,273.7530825
4.780562878,275.0136108,187.9405975,283.8646662
4.894141197,314.2744141,180.8480072,310.4131199
4.487487793,238.7823029,185.8578033,219.355975
5.314783096,409.0264893,180.8168945,417.2631565
5.711400986,506.4703064,186.1788025,531.9193571
5.374886036,427.9566956,196.3742065,433.7182755
6.895505905,952.2675781,193.9367065,969.6346499
7.240921021,1019.905029,187.7236023,1128.237686
6.709988117,1015.357971,185.273407,890.6123118
6.851963043,979.7229004,183.7971039,950.7168123
5.078312874,379.4078979,185.1383972,355.4740901
6.521288872,841.5977783,189.263504,814.34348
6.171179771,672.6187744,189.2765045,683.2747912
5.449243069,452.0786133,190.636795,454.5165791
5.851128101,558.9979248,196.9326935,575.9105762
5.094088078,331.7192993,193.4658051,359.454764
4.598594189,212.1006927,197.9337006,243.1654974
3.629702091,79.72102356,199.7156067,67.87244481
4.472650051,183.0128021,205.3706055,216.232972
4.918616772,279.1960144,204.3323059,316.2552558
5.625835896,460.2166138,209.3771057,505.9378767
6.316774845,647.7111206,211.6537018,736.1652234
6.237164974,685.0780029,212.0509033,706.9630418
6.449378014,709.8339844,211.607605,786.3313199
5.782717228,493.3555908,212.3511047,554.1258994
5.346119881,366.0793152,216.8318024,425.803377
4.379333019,183.0379028,220.0410004,196.8860292
3.011370897,7.347679138,238.6905975,16.3742125
3.743307114,0,245.0682068,83.98626485
3.24625206,12.34420013,238.0765076,28.73127208
2.185888052,-0.393067598,238.4102936,0
2.142015934,0,234.7624054,0
2.501405954,0,223.3088074,0
2.668577909,0,226.0516968,0
3.034003019,0,221.0865021,17.18059304
3.197354078,0,232.6795959,25.43122108
3.907810926,0,241.9730988,110.9796039
3.801294088,65.98790741,221.5258942,93.00718811
4.43715477,157.8495026,225.1553955,208.8146524
3.677906036,50.42205048,220.4692993,74.4575207
4.115369797,88.1881485,222.5281067,144.7212631
4.987364769,242.3132935,220.7682037,332.9015993
4.871101856,262.8019104,222.9488983,304.9535561
5.921298981,584.6671143,212.7292938,598.7577677
5.030583858,298.586792,216.0464935,343.5487361
4.997858047,279.7724915,206.8820038,335.4735677
6.434377193,823.4796143,208.842804,780.5598676
6.996636868,883.265625,212.2098999,1014.475559
7.625429153,1155.17395,205.5773926,1323.35127
8.103025436,1400.389038,198.4824066,1589.535548
7.518618107,1205.10498,207.7772064,1267.568261
7.688251019,1292.051025,199.1479034,1356.847422
8.459005356,1856.177002,192.9795074,1802.775046
9.077300072,1928.175049,194.6878967,2193.93789
8.439414978,1604.427002,196.0083008,1790.767706
7.987431049,1599.995972,203.3475037,1522.807198
7.939982891,1456.094971,209.9878998,1495.816905
7.719861984,1386.623047,213.6096039,1373.888155
7.774147034,1460.360962,214.1114044,1403.435097
8.582259178,1894.795044,210.4824066,1878.957276
8.339191437,1760.422974,212.0424042,1729.804577
9.083572388,2010.977051,214.585495,2198.000295
8.675281525,1828.81604,211.3721008,1937.131478
9.150783539,1960.692993,208.8197937,2241.613462
9.191649437,1900.447998,204.3585052,2268.199522
8.260289192,1549.958008,201.8890991,1682.388913
8.48968792,1692.688965,194.9138947,1821.638384
8.78850174,1931.083984,194.1036072,2008.641646
8.9564991,2060.147949,193.3457947,2115.986258
9.095618248,2069.625,195.2973938,2205.805875
8.725904465,2037.266968,199.5845032,1969.014282
8.112092018,1594.845947,197.5211029,1594.82568
6.856678963,994.5827026,200.4409943,952.7545786
7.279873848,1137.285034,200.8896942,1147.124788
7.534298897,1267.858032,199.7960968,1275.663238
6.945837021,1002.463013,196.680603,991.791762
7.085527897,1172.348022,199.6690063,1054.959522
7.406904221,1252.139038,197.4501953,1210.225036
6.934106827,1121.166992,196.3952026,986.5997761
7.151297092,1183.020996,194.0278931,1085.577233
6.571721077,932.3084106,191.2942047,834.3322217
6.759712219,989.5076904,190.1013947,911.3914755
6.414824963,750.5510254,185.5180969,773.0743738
6.523455143,825.7661743,187.6056976,815.1962332
7.062949181,1116.487061,192.7353973,1044.579697
6.692947865,986.7598877,196.0746002,883.5576994
6.809185982,1018.14502,194.8430023,932.3551445
6.096306801,659.1777954,192.4667969,656.9602747
6.142684937,729.4874268,190.7617035,673.1894828
6.430369854,864.5026245,194.5778046,779.022258
7.538290977,1342.239014,197.9828033,1277.729355
7.363255978,1279.098022,197.254303,1188.27897
7.46066618,1351.391968,201.2154999,1237.646646
7.031758785,1039.727051,199.337204,1030.349722
6.874794006,876.0166016,194.1508026,960.6072518
6.345135212,754.0079956,196.0812073,746.7335706
7.185342789,1122.334961,198.135498,1101.653759
6.635414124,907.7965698,199.4308014,859.9864071
6.927267075,1009.737,194.1383057,983.5802763
8.333586693,1806.98999,193.2097015,1726.419178
9.532950401,2374.843994,191.9416962,2465.780065
8.42602253,1779.208984,189.827301,1782.575933
7.494080067,1334.980957,192.1376038,1254.910872
8.009915352,1562.947021,192.0973053,1535.679929
7.944521904,1562.116943,194.2440033,1498.388472
7.72806406,1464.977051,200.2335968,1378.329691
7.462277889,1312.358032,205.0283966,1238.475456
6.420166969,767.0369873,200.6712952,775.1153796
4.7484622,283.2593079,201.9185028,276.5245875
6.264211178,687.1071777,208.1761017,716.8074668
5.50088501,465.7536011,200.7915955,469.2545248
5.27207613,355.6220093,208.0086975,405.760119
5.701906204,467.8251953,217.7465057,529.0010043
6.579235077,865.3469849,212.3013,837.3348199
7.678398132,1512.972046,208.9172974,1351.561187
7.89579916,1491.698975,217.2373962,1470.901705
8.964849472,2004.44104,221.3515015,2121.355873
8.083142281,1581.483032,219.8023987,1577.962305
7.799798965,1431.620972,214.5469971,1417.519324
7.978303909,1523.792969,216.9134064,1517.596799
8.155491829,1693.270996,215.3661041,1620.257833
8.248645782,1775.037964,211.0007935,1675.437185
8.495847702,1875.410034,210.1282959,1825.433662
7.96182394,1558.057983,208.8327026,1508.211169
8.35203743,1811.088989,204.2586975,1737.573598
8.135239601,1686.125977,198.5278015,1608.367728
9.599003792,2362.262939,198.7720032,2516.478296
8.982050896,2000.86499,197.4006958,2132.426304
7.2846632,1169.964966,189.5783997,1149.461729
7.521474838,1309.223999,182.8565979,1269.040544
6.215313911,759.0145264,186.8215027,699.0669586
5.501014233,498.1903076,195.8029938,469.2917094
5.106607914,332.4820862,195.1764069,362.6279759
4.649808884,253.5845032,191.6334991,254.4003993
4.374350071,180.4122925,206.2425995,195.8669199
4.833168983,258.3656921,196.2194977,296.0476529
4.907478809,133.0052948,187.0084991,313.5912843
2.888112068,0,0,0
2.386636019,0,139.2751007,0
2.476815939,0,153.8556061,0
1.77384305,0,144.0395966,0
2.48486495,0,142.8634033,0
2.764512062,0,133.9111023,0
2.5070889,0,103.2738037,0
3.441704035,0,79.09410858,45.74272546
2.484878063,0,106.4503021,0
2.436743021,0,102.7186966,0
2.359375954,0,107.3701019,0
3.021173,0,94.58883667,16.71339969
3.395319939,0,97.73842621,41.15246635
3.413508892,0,101.6998978,42.91145285
5.160031796,0,81.87310028,376.3091657
5.161472797,0,62.48146057,376.6813732
5.414981842,0,61.62747955,444.8721366
6.778621197,0,67.9675827,919.3695705
4.436894894,0,0,208.7606108
5.013915062,210.7194977,50.42341995,339.4254412
5.274309158,338.6500854,47.2641716,406.3577312
5.915596962,518.5518188,43.18653107,596.8819872
5.858211994,504.067688,42.6594696,578.1937936
5.650877953,446.7330017,52.86571121,513.468126
6.349774837,705.7045288,53.7215004,748.4708008
6.636434078,795.3168945,53.08805084,860.4009723
7.010248184,1012.676025,52.78892899,1020.608833
7.559226036,1240.823975,55.33359909,1288.599129
7.404004097,1282.074951,51.70399094,1208.758132
6.80051899,941.5869141,53.39633179,928.6616421
5.82537508,590.8366699,45.68770981,567.653659
6.080101967,650.5629272,45.51879883,651.3438616
6.582440853,871.5112305,40.36516953,838.6177863
6.643204212,914.1212158,46.86555862,863.1557364
6.345364094,835.84198,38.58917999,746.8192169
6.042553902,624.9906006,48.70145035,638.4379438
5.757640839,591.9558716,41.20378113,546.2595924
5.694249153,509.3490906,46.98265076,526.6539705
7.068666935,1190.81604,33.49834061,1047.201966
6.641551018,963.7324829,33.8251915,862.482569
6.690164089,980.9760742,27.36738968,882.4084228
6.36333704,777.8479004,29.67544937,753.5623423
6.827414036,980.223877,40.88489151,940.1524784
6.71631813,962.4301758,41.12696838,893.2415095
5.415152073,462.7698975,41.6153717,444.919796
6.953413963,1139.240967,35.44075012,995.1545635
7.42373991,1418.631958,36.21514893,1218.765432
8.381437302,1716.139038,39.72340012,1755.404476
7.493074894,1312.791016,46.13137817,1254.389015
7.380391121,1222.020996,45.09289932,1196.860929
6.244694233,703.7221069,42.08800888,709.6956846
5.493409157,470.8012085,33.02647018,467.1059234
5.124141216,387.34021,30.50971031,367.0928112
5.285066128,402.4747925,27.65151978,409.242485
5.539794922,460.2911987,28.00427055,480.5208029
6.015673161,619.8723755,25.7741394,629.2911153
5.59703207,470.2001038,23.50094986,497.3508864
6.277314186,691.0140991,23.72624969,721.6050696
6.49335289,826.9951782,20.42690086,803.3932558
6.786591053,892.4243774,25.21842003,922.7448934
6.764401913,907.1884155,30.23693085,913.3662189
5.724936962,545.2653198,29.67219925,536.095229
6.238166809,688.8358154,30.00231934,707.326293
5.945401192,591.9088745,29.64308929,606.7245764
6.17223978,660.6942749,30.39785957,683.651641
6.351617813,747.4074707,30.28310966,749.1615205
7.168983936,1174.243042,18.97281075,1093.909493
6.629221916,873.4810181,17.22633934,857.4721041
6.55459404,845.2050171,12.58047009,827.511985
6.395040989,837.0637207,9.429060936,765.5427556
6.797101021,949.4943237,4.961769104,927.2075123
6.920464993,1045.36499,358.1897888,980.5831564
6.278329849,791.0836182,351.8651123,721.977722
6.682812214,994.7495728,2.56614089,879.3775226
6.721062183,933.4232178,7.876725197,895.2150304
7.131796837,1049.432983,14.10332012,1076.439327
6.148598194,671.7241211,20.33539009,675.2752484
6.896099091,966.8311768,21.0418396,969.8939666
6.926294804,982.2590942,22.93596077,983.1515252
6.567954063,825.6619263,33.37145996,832.8293134
6.398931026,723.1392212,32.30049896,767.0202867
5.446605206,418.6412048,30.16810989,453.7702746
5.108693123,327.2762146,27.08235931,363.1576895
5.232514858,388.316803,22.60456085,395.2422704
4.243929863,167.2218018,30.59626007,169.6759343
4.137093067,137.2467957,32.78860855,148.8807431
4.160939217,130.7671051,30.18254089,153.4730055
4.124106884,117.8118973,31.8532505,146.3914796
4.126059055,111.3429031,26.32125092,146.7651643
4.204703808,114.2955017,25.67859077,161.9741682
4.355268002,143.7870941,27.08256912,191.9770866
3.952167034,88.93582916,36.21786118,118.99911
4.434104919,183.6699982,29.74682045,208.1806792
3.678040981,82.14437866,25.84374046,74.47647719
4.063600063,139.9472046,21.24472046,134.8987308
5.488460064,434.5010986,17.45406914,465.6863498
5.625834942,474.0610962,12.99639034,505.9375911
5.394489765,415.1499939,12.51430988,439.1538423
5.4572649,435.0263977,12.40832996,456.7899831
5.450904846,402.3875122,15.87475014,454.9870522
4.76416111,257.2170105,9.024561882,280.1054557
4.101181984,137.417099,7.712677002,142.0168107
3.941123009,102.3587036,7.581837177,116.9729377
3.87789607,92.7376709,11.42055988,105.7487951
3.836927891,78.11549377,29.3313694,98.81755605
4.130588055,110.3116989,25.04413033,147.6328107
4.081981182,102.552803,24.68565941,138.371917
